First Author,Year,Country,Design,Outcome,Population - Primary,Population - Original,Risk Factor - Category,Risk Factor - Primary,Risk Factor - Secondary,Risk Factor - Original,Comparator,Estimator,Size Effect,Confidence Interval,P Value,Paper Title,Paper DOI,Paper PMID,Paper Web Link
Milner,2018,Australia,Meta-analysis,SI,Employees,General working population ,Employment,Employment conditions,Exposure to any job stressor,Exposure to any job stressor,,OR,1.16,"CI95 [1.13, 1.19]",,Psychosocial job stressors and suicidality: a meta-analysis and systematic review,10.1136/oemed-2017-104531,28851757,https://pubmed.ncbi.nlm.nih.gov/28851757/
Milner,2018,Australia,Meta-analysis,SC,Employees,General working population ,Employment,Employment conditions,Exposure to any job stressor,Exposure to any job stressor,,OR,1.17,"CI95 [1.03, 1.34]",,Psychosocial job stressors and suicidality: a meta-analysis and systematic review,10.1136/oemed-2017-104531,28851757,https://pubmed.ncbi.nlm.nih.gov/28851757/
Milner,2018,Australia,Cohort,Suicidal thoughts,Males,Employed men,Employment ,Employment conditions,Low job control ,Low job control ,High,OR,1.19,"CI95 [1.06, 1.33]",,Job Stressors and Employment Precarity as Risks for Thoughts About Suicide: An Australian Study Using the Ten to Men Cohort,10.1093/annweh/wxy024,29635407,https://pubmed.ncbi.nlm.nih.gov/29635407/
Milner,2018,Australia,Cohort,Suicidal thoughts,Males,Employed men,Employment ,Employment conditions,High job insecurity ,High job insecurity ,Low,OR,1.27,"CI95 [1.03, 1.57]",,Job Stressors and Employment Precarity as Risks for Thoughts About Suicide: An Australian Study Using the Ten to Men Cohort,10.1093/annweh/wxy024,29635407,https://pubmed.ncbi.nlm.nih.gov/29635407/
Milner,2018,Australia,Meta-analysis,SC,Males,Male working population ,Employment,Employment conditions,Job control,Job control,,OR,1.29,"CI95 [1.19, 1.40]",,Psychosocial job stressors and suicidality: a meta-analysis and systematic review,10.1136/oemed-2017-104531,28851757,https://pubmed.ncbi.nlm.nih.gov/28851757/
Milner,2018,Australia,Cohort,Suicidal thoughts,Males,Employed men,Employment ,Type of employment ,Employment arrangement: Casual/Fixed Term basis,Employment arrangement: Casual/Fixed Term basis,Permanent,OR,1.3,"CI95 [1.01, 1.67]",,Job Stressors and Employment Precarity as Risks for Thoughts About Suicide: An Australian Study Using the Ten to Men Cohort,10.1093/annweh/wxy024,29635407,https://pubmed.ncbi.nlm.nih.gov/29635407/
Milner,2018,Australia,Meta-analysis,SI,Employees,General working population ,Employment,Employment conditions,Job control,Job control,,OR,1.32,"CI95 [1.14, 1.54]",,Psychosocial job stressors and suicidality: a meta-analysis and systematic review,10.1136/oemed-2017-104531,28851757,https://pubmed.ncbi.nlm.nih.gov/28851757/
Milner,2018,Australia,Cohort,Suicidal thoughts,Males,Employed men,Employment ,Employment conditions,High job insecurity ,High job insecurity ,Low,OR,1.35,"CI95 [1.13, 1.61]",,Job Stressors and Employment Precarity as Risks for Thoughts About Suicide: An Australian Study Using the Ten to Men Cohort,10.1093/annweh/wxy024,29635407,https://pubmed.ncbi.nlm.nih.gov/29635407/
Milner,2018,Australia,Meta-analysis,SI,Employees,General working population ,Employment,Employment conditions,Demand,Demand,,OR,1.35,"CI95 [1.15, 1.59]",,Psychosocial job stressors and suicidality: a meta-analysis and systematic review,10.1136/oemed-2017-104531,28851757,https://pubmed.ncbi.nlm.nih.gov/28851757/
Milner,2018,Australia,Cohort,Suicidal thoughts,Males,Employed men,Employment ,Type of employment ,Employment arrangement: Casual/Fixed Term basis,Employment arrangement: Casual/Fixed Term basis,Permanent,OR,1.38,"CI95 [1.02, 1.88]",,Job Stressors and Employment Precarity as Risks for Thoughts About Suicide: An Australian Study Using the Ten to Men Cohort,10.1093/annweh/wxy024,29635407,https://pubmed.ncbi.nlm.nih.gov/29635407/
Milner,2018,Australia,Meta-analysis,SI,Employees,General working population ,Employment,Employment conditions,Poor colleague/supervisor support,Poor colleague/supervisor support,,OR,1.45,"CI95 [1.01, 2.08]",,Psychosocial job stressors and suicidality: a meta-analysis and systematic review,10.1136/oemed-2017-104531,28851757,https://pubmed.ncbi.nlm.nih.gov/28851757/
Milner,2018,Australia,Cohort,Suicidal thoughts,Males,Employed men,Race/Ethnicity/Language,Other Race/Ethnicity/Language,Country of birth: Australia,Country of birth: Australia,Not Australia,OR,1.47,"CI95 [1.14, 1.89]",,Job Stressors and Employment Precarity as Risks for Thoughts About Suicide: An Australian Study Using the Ten to Men Cohort,10.1093/annweh/wxy024,29635407,https://pubmed.ncbi.nlm.nih.gov/29635407/
Milner,2020,Australia,Cohort,Suicidal thoughts,Males,Adult men,Employment,Unemployment,Unemployment,Employment status: Not in the labour force,Employed,OR,1.68,"CI95 [1.09, 2.60]",,"Male-Dominated Occupations, Employment Status, and Suicidal Behaviors Among Australian Men",10.1027/0227-5910/a000610,31310165,https://pubmed.ncbi.nlm.nih.gov/31310165/
Milner,2018,Australia,Meta-analysis,SI,Employees,General working population ,Employment,Employment conditions,Job strain,Job strain,,OR,1.77,"CI95 [1.42, 2.20]",,Psychosocial job stressors and suicidality: a meta-analysis and systematic review,10.1136/oemed-2017-104531,28851757,https://pubmed.ncbi.nlm.nih.gov/28851757/
Milner,2018,Australia,Meta-analysis,SI,Employees,General working population ,Employment,Employment conditions,Effort reward,Effort reward,,OR,1.81,"CI95 [1.30, 2.52]",,Psychosocial job stressors and suicidality: a meta-analysis and systematic review,10.1136/oemed-2017-104531,28851757,https://pubmed.ncbi.nlm.nih.gov/28851757/
Milner,2018,Australia,Meta-analysis,SI,Employees,General working population ,Employment,Employment conditions,Role conflict,Role conflict,,OR,1.85,"CI95 [1.17, 2.92]",,Psychosocial job stressors and suicidality: a meta-analysis and systematic review,10.1136/oemed-2017-104531,28851757,https://pubmed.ncbi.nlm.nih.gov/28851757/
Milner,2018,Australia,Meta-analysis,SI,Employees,General working population ,Employment,Employment conditions,Job insecurity,Job insecurity,,OR,1.91,"CI95 [1.22, 2.99]",,Psychosocial job stressors and suicidality: a meta-analysis and systematic review,10.1136/oemed-2017-104531,28851757,https://pubmed.ncbi.nlm.nih.gov/28851757/
Milner,2020,Australia,Cohort,Suicidal thoughts,Males,Adult men,Employment,Unemployment,Unemployment,Employment status: Unemployed,Employed,OR,1.91,"CI95 [1.30, 2.82]",,"Male-Dominated Occupations, Employment Status, and Suicidal Behaviors Among Australian Men",10.1027/0227-5910/a000610,31310165,https://pubmed.ncbi.nlm.nih.gov/31310165/
Milner,2020,Australia,Cohort,SA,Males,Adult men,Employment,Unemployment,Unemployment,Employment status: Not in the labour force,Employed,OR,2.32,"CI95 [1.05, 5.12]",,"Male-Dominated Occupations, Employment Status, and Suicidal Behaviors Among Australian Men",10.1027/0227-5910/a000610,31310165,https://pubmed.ncbi.nlm.nih.gov/31310165/
Milner,2020,Australia,Cohort,SA,Males,Adult men,Relationship Status ,Separated/divorced/widowed,Separated/divorced/widowed,Relationship status: Divorced/separated/widowed,Never married,OR,3.82,"CI95 [1.63, 8.97]",,"Male-Dominated Occupations, Employment Status, and Suicidal Behaviors Among Australian Men",10.1027/0227-5910/a000610,31310165,https://pubmed.ncbi.nlm.nih.gov/31310165/
Milner,2020,Australia,Cohort,SA,Males,Adult men,Relationship Status ,Separated/divorced/widowed,Separated/divorced/widowed,Relationship status: Divorced/separated/widowed,Never married,OR,3.94,"CI95 [1.17, 13.28]",,"Male-Dominated Occupations, Employment Status, and Suicidal Behaviors Among Australian Men",10.1027/0227-5910/a000610,31310165,https://pubmed.ncbi.nlm.nih.gov/31310165/
Miranda-Mendizabal,2019,Spain,Meta-analysis,SA,"Children, adolescents and young adults",Female adolescents/young adults ,Social Factors,Dysfunctional social relationships,Interpersonal difficulties,Interpersonal difficulties,,OR,1.13,"CI95 [1.03, 1.24]",,Gender differences in suicidal behavior in adolescents and young adults: systematic review and meta-analysis of longitudinal studies,10.1007/s00038-018-1196-1,30635683,https://pubmed.ncbi.nlm.nih.gov/30635683/
Miranda-Mendizabal,2019,Spain,Meta-analysis,SA,"Children, adolescents and young adults",Female adolescents/young adults ,Psychiatric and Mental Health Conditions,Depressive symptoms,Depressive symptoms,Depressive symptoms,,OR,1.15,"CI95 [1.04, 1.28]",,Gender differences in suicidal behavior in adolescents and young adults: systematic review and meta-analysis of longitudinal studies,10.1007/s00038-018-1196-1,30635683,https://pubmed.ncbi.nlm.nih.gov/30635683/
Miranda-Mendizabal,2019,Spain,Meta-analysis,SA,"Children, adolescents and young adults",Female adolescents/young adults ,Life Events,Pregnancy,Abortion,Abortion,,OR,1.3,"CI95 [1.09, 1.55]",,Gender differences in suicidal behavior in adolescents and young adults: systematic review and meta-analysis of longitudinal studies,10.1007/s00038-018-1196-1,30635683,https://pubmed.ncbi.nlm.nih.gov/30635683/
Miranda-Mendizabal,2019,Spain,Meta-analysis,SA,"Children, adolescents and young adults",Female adolescents/young adults ,Psychiatric and Mental Health Conditions,Bipolar disorder,Bipolar disorder,Bipolar disorder,,OR,1.43,"CI95 [1.20, 1.70]",,Gender differences in suicidal behavior in adolescents and young adults: systematic review and meta-analysis of longitudinal studies,10.1007/s00038-018-1196-1,30635683,https://pubmed.ncbi.nlm.nih.gov/30635683/
Miranda-Mendizabal,2019,Spain,Meta-analysis,SA,"Children, adolescents and young adults",Male adolescents/young adults ,Family Characteristics,Family adversity,Parental separation or divorce,Parental separation or divorce,,OR,1.56,"CI95 [1.01, 2.41]",,Gender differences in suicidal behavior in adolescents and young adults: systematic review and meta-analysis of longitudinal studies,10.1007/s00038-018-1196-1,30635683,https://pubmed.ncbi.nlm.nih.gov/30635683/
Miranda-Mendizabal,2019,Spain,Meta-analysis,SA,"Children, adolescents and young adults",Male adolescents/young adults ,Non-fatal suicidal behaviors,Method of SA,Access to means of suicide,Access to means of suicide,,OR,1.6,"CI95 [1.04, 2.45]",,Gender differences in suicidal behavior in adolescents and young adults: systematic review and meta-analysis of longitudinal studies,10.1007/s00038-018-1196-1,30635683,https://pubmed.ncbi.nlm.nih.gov/30635683/
Miranda-Mendizabal,2019,Spain,Meta-analysis,SA,"Children, adolescents and young adults",Male adolescents/young adults ,Exposure to suicidal behaviours,Exposure to suicidal behaviours,Suicidal behavior of a friend,Suicidal behavior of a friend,,OR,1.65,"CI95 [1.07, 2.56]",,Gender differences in suicidal behavior in adolescents and young adults: systematic review and meta-analysis of longitudinal studies,10.1007/s00038-018-1196-1,30635683,https://pubmed.ncbi.nlm.nih.gov/30635683/
Miranda-Mendizabal,2019,Spain,Meta-analysis,SA,"Children, adolescents and young adults",Female adolescents/young adults ,Violence,Interpersonal violence (victim or perpetrator),Community violence,Community violence,,OR,1.68,"CI95 [1.42, 1.99]",,Gender differences in suicidal behavior in adolescents and young adults: systematic review and meta-analysis of longitudinal studies,10.1007/s00038-018-1196-1,30635683,https://pubmed.ncbi.nlm.nih.gov/30635683/
Miranda-Mendizabal,2019,Spain,Meta-analysis,SA,"Children, adolescents and young adults",Male adolescents/young adults ,Psychiatric and Mental Health Conditions,Psychological distress,Hopelessness,Hopelessness,,OR,1.74,"CI95 [1.04, 2.94]",,Gender differences in suicidal behavior in adolescents and young adults: systematic review and meta-analysis of longitudinal studies,10.1007/s00038-018-1196-1,30635683,https://pubmed.ncbi.nlm.nih.gov/30635683/
Miranda-Mendizabal,2019,Spain,Meta-analysis,SA,"Children, adolescents and young adults",Male adolescents/young adults ,Violence,Interpersonal violence (victim or perpetrator),Community violence,Community violence,,OR,1.83,"CI95 [1.48, 2.26]",,Gender differences in suicidal behavior in adolescents and young adults: systematic review and meta-analysis of longitudinal studies,10.1007/s00038-018-1196-1,30635683,https://pubmed.ncbi.nlm.nih.gov/30635683/
Miranda-Mendizabal,2019,Spain,Meta-analysis,SC,"Children, adolescents and young adults",Female adolescents/young adults ,Life Events,Life Events,Negative life events,Any negative life event,,OR,1.99,"CI95 [1.08, 3.68]",,Gender differences in suicidal behavior in adolescents and young adults: systematic review and meta-analysis of longitudinal studies,10.1007/s00038-018-1196-1,30635683,https://pubmed.ncbi.nlm.nih.gov/30635683/
Miranda-Mendizabal,2019,Spain,Meta-analysis,SA,"Children, adolescents and young adults",Female adolescents/young adults ,Psychiatric and Mental Health Conditions,Anxiety disorders,Anxiety disorder,Anxiety disorder,,OR,2.03,"CI95 [1.77, 2.33]",,Gender differences in suicidal behavior in adolescents and young adults: systematic review and meta-analysis of longitudinal studies,10.1007/s00038-018-1196-1,30635683,https://pubmed.ncbi.nlm.nih.gov/30635683/
Miranda-Mendizabal,2019,Spain,Meta-analysis,SA,"Children, adolescents and young adults",Male adolescents/young adults ,Substance Use and Addictions,Alcohol use and disorder,Alcohol use disorder,Alcohol abuse disorder,,OR,2.14,"CI95 [1.09, 4.20]",,Gender differences in suicidal behavior in adolescents and young adults: systematic review and meta-analysis of longitudinal studies,10.1007/s00038-018-1196-1,30635683,https://pubmed.ncbi.nlm.nih.gov/30635683/
Miranda-Mendizabal,2019,Spain,Meta-analysis,SA,"Children, adolescents and young adults",Female adolescents/young adults ,Violence,Victim of violence,Dating violence,Dating violence,,OR,2.19,"CI95 [1.29, 3.71]",,Gender differences in suicidal behavior in adolescents and young adults: systematic review and meta-analysis of longitudinal studies,10.1007/s00038-018-1196-1,30635683,https://pubmed.ncbi.nlm.nih.gov/30635683/
Miranda-Mendizabal,2019,Spain,Meta-analysis,SA,"Children, adolescents and young adults",Female adolescents/young adults ,Family Characteristics,Family mental health disorder,Family history of mental disorders and abuse,Family history of mental disorders and abuse,,OR,2.27,"CI95 [1.78, 2.89]",,Gender differences in suicidal behavior in adolescents and young adults: systematic review and meta-analysis of longitudinal studies,10.1007/s00038-018-1196-1,30635683,https://pubmed.ncbi.nlm.nih.gov/30635683/
Miranda-Mendizabal,2019,Spain,Meta-analysis,SA,"Children, adolescents and young adults",Female adolescents/young adults ,Family Characteristics,Family adversity,Family history of mental disorders and abuse,Family history of mental disorders and abuse,,OR,2.27,"CI95 [1.78, 2.89]",,Gender differences in suicidal behavior in adolescents and young adults: systematic review and meta-analysis of longitudinal studies,10.1007/s00038-018-1196-1,30635683,https://pubmed.ncbi.nlm.nih.gov/30635683/
Miranda-Mendizabal,2019,Spain,Meta-analysis,SC,"Children, adolescents and young adults",Male adolescents/young adults ,Life Events,Life Events,Negative life events,Any negative life event,,OR,2.56,"CI95 [1.65, 3.97]",,Gender differences in suicidal behavior in adolescents and young adults: systematic review and meta-analysis of longitudinal studies,10.1007/s00038-018-1196-1,30635683,https://pubmed.ncbi.nlm.nih.gov/30635683/
Miranda-Mendizabal,2019,Spain,Meta-analysis,SA,"Children, adolescents and young adults",Male adolescents/young adults ,Family Characteristics,Family mental health disorder,Family history of mental disorders and abuse,Family history of mental disorders and abuse,,OR,2.63,"CI95 [1.99, 3.47]",,Gender differences in suicidal behavior in adolescents and young adults: systematic review and meta-analysis of longitudinal studies,10.1007/s00038-018-1196-1,30635683,https://pubmed.ncbi.nlm.nih.gov/30635683/
Miranda-Mendizabal,2019,Spain,Meta-analysis,SA,"Children, adolescents and young adults",Male adolescents/young adults ,Family Characteristics,Family adversity,Family history of mental disorders and abuse,Family history of mental disorders and abuse,,OR,2.63,"CI95 [1.99, 3.47]",,Gender differences in suicidal behavior in adolescents and young adults: systematic review and meta-analysis of longitudinal studies,10.1007/s00038-018-1196-1,30635683,https://pubmed.ncbi.nlm.nih.gov/30635683/
Miranda-Mendizabal,2019,Spain,Meta-analysis,SA,"Children, adolescents and young adults",Female adolescents/young adults ,Substance Use and Addictions,Alcohol use and disorder,Alcohol use disorder,Alcohol abuse disorder,,OR,2.69,"CI95 [1.32, 5.50]",,Gender differences in suicidal behavior in adolescents and young adults: systematic review and meta-analysis of longitudinal studies,10.1007/s00038-018-1196-1,30635683,https://pubmed.ncbi.nlm.nih.gov/30635683/
Miranda-Mendizabal,2019,Spain,Meta-analysis,SA,"Children, adolescents and young adults",Male adolescents/young adults ,Violence,Victim of violence,Childhood maltreatment,Childhood maltreatment,,OR,2.76,"CI95 [1.20, 6.36]",,Gender differences in suicidal behavior in adolescents and young adults: systematic review and meta-analysis of longitudinal studies,10.1007/s00038-018-1196-1,30635683,https://pubmed.ncbi.nlm.nih.gov/30635683/
Miranda-Mendizabal,2019,Spain,Meta-analysis,SA,"Children, adolescents and young adults",Male adolescents/young adults ,Family Characteristics,Family history of suicidal behavior,Family previous suicidal behavior,Family previous suicidal behavior,,OR,2.84,"CI95 [1.87, 4.33]",,Gender differences in suicidal behavior in adolescents and young adults: systematic review and meta-analysis of longitudinal studies,10.1007/s00038-018-1196-1,30635683,https://pubmed.ncbi.nlm.nih.gov/30635683/
Miranda-Mendizabal,2019,Spain,Meta-analysis,SA,"Children, adolescents and young adults",Female adolescents/young adults ,Psychiatric and Mental Health Conditions,Post-traumatic stress disorder and trauma,Post-traumatic stress disorder,Post-traumatic stress disorder,,OR,2.96,"CI95 [1.32, 6.62]",,Gender differences in suicidal behavior in adolescents and young adults: systematic review and meta-analysis of longitudinal studies,10.1007/s00038-018-1196-1,30635683,https://pubmed.ncbi.nlm.nih.gov/30635683/
Miranda-Mendizabal,2019,Spain,Meta-analysis,SA,"Children, adolescents and young adults",Male adolescents/young adults ,Substance Use and Addictions,Drug use disorder,Drug use disorder,Drug abuse disorder,,OR,3.11,"CI95 [2.01, 4.84]",,Gender differences in suicidal behavior in adolescents and young adults: systematic review and meta-analysis of longitudinal studies,10.1007/s00038-018-1196-1,30635683,https://pubmed.ncbi.nlm.nih.gov/30635683/
Miranda-Mendizabal,2019,Spain,Meta-analysis,SA,"Children, adolescents and young adults",Female adolescents/young adults ,Psychiatric and Mental Health Conditions,Mental health disorders (unspecified),Any mental disorder or abuse,Any mental disorder or abuse,,OR,3.37,"CI95 [2.52, 4.51]",,Gender differences in suicidal behavior in adolescents and young adults: systematic review and meta-analysis of longitudinal studies,10.1007/s00038-018-1196-1,30635683,https://pubmed.ncbi.nlm.nih.gov/30635683/
Miranda-Mendizabal,2019,Spain,Meta-analysis,SC,"Children, adolescents and young adults",Female adolescents/young adults ,Psychiatric and Mental Health Conditions,Mental health disorders (unspecified),Any mental disorder or abuse,Any mental disorder or abuse,,OR,3.64,"CI95 [1.11, 11.88]",,Gender differences in suicidal behavior in adolescents and young adults: systematic review and meta-analysis of longitudinal studies,10.1007/s00038-018-1196-1,30635683,https://pubmed.ncbi.nlm.nih.gov/30635683/
Miranda-Mendizabal,2019,Spain,Meta-analysis,SA,"Children, adolescents and young adults",Female adolescents/young adults ,Violence,Victim of violence,Childhood maltreatment,Childhood maltreatment,,OR,3.77,"CI95 [2.13, 6.68]",,Gender differences in suicidal behavior in adolescents and young adults: systematic review and meta-analysis of longitudinal studies,10.1007/s00038-018-1196-1,30635683,https://pubmed.ncbi.nlm.nih.gov/30635683/
Miranda-Mendizabal,2019,Spain,Meta-analysis,SA,"Children, adolescents and young adults",Male adolescents/young adults ,Psychiatric and Mental Health Conditions,Anxiety disorders,Anxiety disorder,Anxiety disorder,,OR,3.79,"CI95 [2.05, 7.01]",,Gender differences in suicidal behavior in adolescents and young adults: systematic review and meta-analysis of longitudinal studies,10.1007/s00038-018-1196-1,30635683,https://pubmed.ncbi.nlm.nih.gov/30635683/
Miranda-Mendizabal,2019,Spain,Meta-analysis,SA,"Children, adolescents and young adults",Male adolescents/young adults ,Violence,Peer victimization,Bullying,Bullying,,OR,3.8,"CI95 [1.01, 14.30]",,Gender differences in suicidal behavior in adolescents and young adults: systematic review and meta-analysis of longitudinal studies,10.1007/s00038-018-1196-1,30635683,https://pubmed.ncbi.nlm.nih.gov/30635683/
Miranda-Mendizabal,2019,Spain,Meta-analysis,SA,"Children, adolescents and young adults",Male adolescents/young adults ,Suicidal ideation and cognitions,SI,SI,Previous suicidal ideation,,OR,3.97,"CI95 [1.40, 11.24]",,Gender differences in suicidal behavior in adolescents and young adults: systematic review and meta-analysis of longitudinal studies,10.1007/s00038-018-1196-1,30635683,https://pubmed.ncbi.nlm.nih.gov/30635683/
Miranda-Mendizabal,2019,Spain,Meta-analysis,SC,"Children, adolescents and young adults",Male adolescents/young adults ,Non-fatal suicidal behaviors,Method of SA,Access to means of suicide,Access to means of suicide,,OR,4,"CI95 [3.69, 4.34]",,Gender differences in suicidal behavior in adolescents and young adults: systematic review and meta-analysis of longitudinal studies,10.1007/s00038-018-1196-1,30635683,https://pubmed.ncbi.nlm.nih.gov/30635683/
Miranda-Mendizabal,2019,Spain,Meta-analysis,SC,"Children, adolescents and young adults",Male adolescents/young adults ,Psychiatric and Mental Health Conditions,Personality disorder,Antisocial personality disorder,Antisocial disorder,,OR,4.19,"CI95 [2.31, 7.61]",,Gender differences in suicidal behavior in adolescents and young adults: systematic review and meta-analysis of longitudinal studies,10.1007/s00038-018-1196-1,30635683,https://pubmed.ncbi.nlm.nih.gov/30635683/
Miranda-Mendizabal,2019,Spain,Meta-analysis,SA,"Children, adolescents and young adults",Male adolescents/young adults ,Psychiatric and Mental Health Conditions,Mental health disorders (unspecified),Any mental disorder or abuse,Any mental disorder or abuse,,OR,4.23,"CI95 [3.28, 5.47]",,Gender differences in suicidal behavior in adolescents and young adults: systematic review and meta-analysis of longitudinal studies,10.1007/s00038-018-1196-1,30635683,https://pubmed.ncbi.nlm.nih.gov/30635683/
Miranda-Mendizabal,2019,Spain,Meta-analysis,SA,"Children, adolescents and young adults",Female adolescents/young adults ,Suicidal ideation and cognitions,SI,SI,Previous suicidal ideation,,OR,4.39,"CI95 [2.31, 8.34]",,Gender differences in suicidal behavior in adolescents and young adults: systematic review and meta-analysis of longitudinal studies,10.1007/s00038-018-1196-1,30635683,https://pubmed.ncbi.nlm.nih.gov/30635683/
Miranda-Mendizabal,2019,Spain,Meta-analysis,SA,"Children, adolescents and young adults",Female adolescents/young adults ,Substance Use and Addictions,Drug use disorder,Drug use disorder,Drug abuse disorder,,OR,4.44,"CI95 [2.51, 7.83]",,Gender differences in suicidal behavior in adolescents and young adults: systematic review and meta-analysis of longitudinal studies,10.1007/s00038-018-1196-1,30635683,https://pubmed.ncbi.nlm.nih.gov/30635683/
Miranda-Mendizabal,2019,Spain,Meta-analysis,SA,"Children, adolescents and young adults",Female adolescents/young adults ,Psychiatric and Mental Health Conditions,Characterized depressive disorder,Major depressive disorder,Major depressive disorder,,OR,4.49,"CI95 [2.18, 9.23]",,Gender differences in suicidal behavior in adolescents and young adults: systematic review and meta-analysis of longitudinal studies,10.1007/s00038-018-1196-1,30635683,https://pubmed.ncbi.nlm.nih.gov/30635683/
Miranda-Mendizabal,2019,Spain,Meta-analysis,SC,"Children, adolescents and young adults",Male adolescents/young adults ,Psychiatric and Mental Health Conditions,Mental health disorders (unspecified),Any mental disorder or abuse,Any mental disorder or abuse,,OR,4.92,"CI95 [3.52, 6.87]",,Gender differences in suicidal behavior in adolescents and young adults: systematic review and meta-analysis of longitudinal studies,10.1007/s00038-018-1196-1,30635683,https://pubmed.ncbi.nlm.nih.gov/30635683/
Miranda-Mendizabal,2019,Spain,Meta-analysis,SC,"Children, adolescents and young adults",Male adolescents/young adults ,Psychiatric and Mental Health Conditions,Behavioural disorders,Conduct disorder,Conduct disorder,,OR,5.02,"CI95 [1.91, 13.15]",,Gender differences in suicidal behavior in adolescents and young adults: systematic review and meta-analysis of longitudinal studies,10.1007/s00038-018-1196-1,30635683,https://pubmed.ncbi.nlm.nih.gov/30635683/
Miranda-Mendizabal,2019,Spain,Meta-analysis,SA,"Children, adolescents and young adults",Male adolescents/young adults ,Psychiatric and Mental Health Conditions,Personality disorder,Personality disorder,Personality disorder,,OR,5.13,"CI95 [2.63, 10.01]",,Gender differences in suicidal behavior in adolescents and young adults: systematic review and meta-analysis of longitudinal studies,10.1007/s00038-018-1196-1,30635683,https://pubmed.ncbi.nlm.nih.gov/30635683/
Miranda-Mendizabal,2019,Spain,Meta-analysis,SC,"Children, adolescents and young adults",Male adolescents/young adults ,Substance Use and Addictions,Drug use disorder,Drug abuse,Drug abuse,,OR,5.26,"CI95 [2.27, 12.19]",,Gender differences in suicidal behavior in adolescents and young adults: systematic review and meta-analysis of longitudinal studies,10.1007/s00038-018-1196-1,30635683,https://pubmed.ncbi.nlm.nih.gov/30635683/
Miranda-Mendizabal,2019,Spain,Meta-analysis,SA,"Children, adolescents and young adults",Female adolescents/young adults ,Psychiatric and Mental Health Conditions,Eating disorder ,Eating disorder ,Eating disorder,,OR,5.27,"CI95 [2.04, 13.60]",,Gender differences in suicidal behavior in adolescents and young adults: systematic review and meta-analysis of longitudinal studies,10.1007/s00038-018-1196-1,30635683,https://pubmed.ncbi.nlm.nih.gov/30635683/
Miranda-Mendizabal,2019,Spain,Meta-analysis,SC,"Children, adolescents and young adults",Female adolescents/young adults ,Family Characteristics,Family history of suicidal behavior,Family previous suicidal behavior,Family previous suicidal behavior,,OR,5.68,"CI95 [1.51, 21.38]",,Gender differences in suicidal behavior in adolescents and young adults: systematic review and meta-analysis of longitudinal studies,10.1007/s00038-018-1196-1,30635683,https://pubmed.ncbi.nlm.nih.gov/30635683/
Miranda-Mendizabal,2019,Spain,Meta-analysis,SA,"Children, adolescents and young adults",Male adolescents/young adults ,Psychiatric and Mental Health Conditions,Characterized depressive disorder,Major depressive disorder,Major depressive disorder,,OR,6.07,"CI95 [1.74, 21.20]",,Gender differences in suicidal behavior in adolescents and young adults: systematic review and meta-analysis of longitudinal studies,10.1007/s00038-018-1196-1,30635683,https://pubmed.ncbi.nlm.nih.gov/30635683/
Miranda-Mendizabal,2019,Spain,Meta-analysis,SA,"Children, adolescents and young adults",Female adolescents/young adults ,Violence,Peer victimization,Bullying,Bullying,,OR,6.3,"CI95 [1.53, 25.90]",,Gender differences in suicidal behavior in adolescents and young adults: systematic review and meta-analysis of longitudinal studies,10.1007/s00038-018-1196-1,30635683,https://pubmed.ncbi.nlm.nih.gov/30635683/
Miranda-Mendizabal,2019,Spain,Meta-analysis,SA,"Children, adolescents and young adults",Female adolescents/young adults ,Non-fatal suicidal behaviors,SA,SA,Previous suicide attempts,,OR,6.96,"CI95 [3.75, 12.91]",,Gender differences in suicidal behavior in adolescents and young adults: systematic review and meta-analysis of longitudinal studies,10.1007/s00038-018-1196-1,30635683,https://pubmed.ncbi.nlm.nih.gov/30635683/
Miranda-Mendizabal,2019,Spain,Meta-analysis,SC,"Children, adolescents and young adults",Male adolescents/young adults ,Family Characteristics,Family history of suicidal behavior,Family previous suicidal behavior,Family previous suicidal behavior,,OR,7.03,"CI95 [2.79, 17.71]",,Gender differences in suicidal behavior in adolescents and young adults: systematic review and meta-analysis of longitudinal studies,10.1007/s00038-018-1196-1,30635683,https://pubmed.ncbi.nlm.nih.gov/30635683/
Miranda-Mendizabal,2019,Spain,Meta-analysis,SA,"Children, adolescents and young adults",Female adolescents/young adults ,Psychiatric and Mental Health Conditions,Personality disorder,Personality disorder,Personality disorder,,OR,7.89,"CI95 [3.81, 16.35]",,Gender differences in suicidal behavior in adolescents and young adults: systematic review and meta-analysis of longitudinal studies,10.1007/s00038-018-1196-1,30635683,https://pubmed.ncbi.nlm.nih.gov/30635683/
Miranda-Mendizabal,2019,Spain,Meta-analysis,SA,"Children, adolescents and young adults",Male adolescents/young adults ,Personality and Psychological Traits,Emotional and behavioural regulation,Disruptiveness,Disruptiveness,,OR,8.78,"CI95 [2.77, 27.84]",,Gender differences in suicidal behavior in adolescents and young adults: systematic review and meta-analysis of longitudinal studies,10.1007/s00038-018-1196-1,30635683,https://pubmed.ncbi.nlm.nih.gov/30635683/
